TaxonID,TaxonName,WoldaCode,Authority,TaxonomicLevel,CommonName,TaxonomicPhylum,TaxonomicClass,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,Notes
177,"Dumetella carolinensis","Not applicable","Linnaeus","Species","Gray catbird","Chordata","Aves","Passeriformes","Sturnidae","Dumetella ","Typical habitat is dense vegetation in woodland edge."
178,"Toxostoma rufum","Not applicable","Linnaeus","Species","Brown thrasher","Chordata","Aves","Passeriformes","Sturnidae","Toxostoma ","Habitat woodland, forest edge, hedgerows, scrubland, pastures and gardens"
180,"Icteria virens","Not applicable","Linnaeus","Species","Yellow-breasted chat","Chordata","Aves","Passeriformes","Fringillidae","Icteria ","Habitat second growth, riparian forest undergrowth, thickets, scrub and woodland undergrowth"
181,"Passer domesticus","Not applicable","Linnaeus","Species","House sparrow","Chordata","Aves","Passeriformes","Passeridae","Passer ","Typical habitats are farmland and built up areas."
183,"Cardinalis cardinalis","Not applicable","Linnaeus","Species","Cardinal","Chordata","Aves","Passeriformes","Fringillidae","Cardinalis ","Habitat woodland edges, swamps ,  thickets, suburban gardens"
184,"Passerina cyanea","Not applicable","Linnaeus","Species","Indigo bunting","Chordata","Aves","Passeriformes","Fringillidae","Passerina ","Typical habitat includes deciduous forest edges, open woodland, second growth scrub and farmlands."
185,"Spizella pusilla","Not applicable","Wilson","Species","Field sparrow","Chordata","Aves","Passeriformes","Fringillidae","Spizella ","Habitat old fields, brushy hillsides, pastures, thorn scrub, forest edge and fence rows"
186,"Buteo jamaicensis","Not applicable","Gmelin","Species","Red-tailed hawk","Chordata","Aves","Falconiformes","Accipitridae","Buteo ","None"
187,"Phasianus colchicus","Not applicable","Linnaeus","Species","Ring-necked pheasant","Chordata","Aves","Galliformes","Phasianidae","Phasianus ","Habitat lowland farmland,  woodland and upland scrub"
188,"Sitta carolinensis","Not applicable","Latham","Species","White-breasted nuthatch","Chordata","Aves","Passeriformes","Sittidae","Sitta ","Typical habitat includes deciduous woodland, mixed forest, pinyon-juniper and towns."
189,"Certhia americana","Not applicable","Bonaparte","Species","Brown creeper","Chordata","Aves","Passeriformes","Certhiidae","Certhia ","None"
190,"Spizella arborea","Not applicable","Wilson","Species","American tree sparrow","Chordata","Aves","Passeriformes","Fringillidae","Spizella ","Habitat willow, low shrubbery, scrub conifers and bogs"
191,"Melospiza melodia","Not applicable","Wilson","Species","Song sparrow","Chordata","Aves","Passeriformes","Fringillidae","Melospiza ","Typical habitat includes brushy, grassy areas near water, hedgerows, thickets and gardens."
192,"Parus atricapillus","Not applicable","Linnaeus","Species","Black-capped chickadee","Chordata","Aves","Passeriformes","Paridae","Parus ","Typical habitat includes coniferous and broad-leaved forests."
193,"Vireo griseus","Not applicable","Boddaert","Species","White-eyed vireo","Chordata","Aves","Passeriformes","Vireonidae","Vireo ","Habitat thickets, undergrowth, scrubby forest edge and bushy woodland"
194,"Carduelis tristis","Not applicable","Linnaeus","Species","American goldfinch","Chordata","Aves","Passeriformes","Fringillidae","Carduelis ","Habitat open woodland,  weedy fields"
195,"Pipilo erythrophthalmus","Not applicable","Linnaeus","Species","Rufous-sided towhee","Chordata","Aves","Passeriformes","Fringillidae","Pipilo ","Typical habitat includes areas of dense undergrowth, streamside thickets and open woodland."
197,"Accipiter nisus","Not applicable","Linnaeus","Species","Northern sparrowhawk","Chordata","Aves","Falconiformes","Accipitridae","Accipiter ","Habitat prefers young, dense and damp spruce forest"
199,"Scolopax rusticola","Not applicable","Linnaeus","Species","Woodcock","Chordata","Aves","Charadriiformes","Scolopacidae","Scolopax ","Typical habitat includes broad-leaved or coniferous woodland.Prefers more open land in winter."
200,"Columba palumbus","Not applicable","Linnaeus","Species","Common wood-pigeon","Chordata","Aves","Columbiformes","Columbidae","Columba ","Habitat woodland and adjacent farmland"
201,"Streptopelia turtur","Not applicable","Linnaeus","Species","European turtle-dove","Chordata","Aves","Columbiformes","Columbidae","Streptopelia ","Habitat open Woodland and cultivated land"
202,"Cuculus canorus","Not applicable","Linnaeus","Species","Cuckoo","Chordata","Aves","Cuculiformes","Cuculidae","Cuculus ","Habitat farmland with hedgerows,  woods, heaths and moors"
203,"Strix aluco","Not applicable","Linnaeus","Species","Tawny owl","Chordata","Aves","Strigiformes","Strigidae","Strix ","Habitat mainly woodland areas with some trees,  inc. urban areas"
204,"Dendrocopos major","Not applicable","Linnaeus","Species","Great spotted woodpecker","Chordata","Aves","Piciformes","Picidae","Dendrocopos ","Habitat forest, woodland, farmlands and towns."
205,"Pica pica","Not applicable","Linnaeus","Species","Magpie","Chordata","Aves","Passeriformes","Corvidae","Pica ","Habitat open woodland , scrub, farmland and towns"
206,"Garrulus glandarius","Not applicable","Linnaeus","Species","Eurasian jay","Chordata","Aves","Passeriformes","Corvidae","Garrulus ","Habitat forest, woodlands and towns"
207,"Parus major","Not applicable","Linnaeus","Species","Great tit","Chordata","Aves","Passeriformes","Paridae","Parus ","Habitat forests,  mountain scrub,  parks and gardens"
208,"Parus caeruleus","Not applicable","Linnaeus","Species","Blue tit","Chordata","Aves","Passeriformes","Paridae","Parus ","Habitat woods,  parks,  gardens"
209,"Parus afer","Not applicable","Linnaeus","Species","Coal tit","Chordata","Aves","Passeriformes","Paridae","Parus ","Habitat forests,  mainly coniferous"
210,"Parus palustrus","Not applicable","Linnaeus","Species","Marsh tit","Chordata","Aves","Passeriformes","Paridae","Parus ","Habitat mixed deciduous woodland, riparian woodland and towns"
211,"Parus montanus","Not applicable","Conrad von Baldenstein","Species","Willow tit","Chordata","Aves","Passeriformes","Paridae","Parus ","Habitat forest, woodland, edge, second growth, swamps, thickets and towns"
212,"Aegithalos caudatus","Not applicable","Linnaeus","Species","Long-tailed tit","Chordata","Aves","Passeriformes","Paridae","Aegithalos ","Habitat woods,  woodland edge, scrub"
213,"Sitta europaea","Not applicable","Linnaeus","Species","Nuthatch","Chordata","Aves","Passeriformes","Sittidae","Sitta ","Habitat woodland with large trees"
214,"Certhia familiaris","Not applicable","Linnaeus","Species","Treecreeper","Chordata","Aves","Passeriformes","Certhiidae","Certhia ","Habitat woodland,  coniferous"
215,"Turdus viscivorus","Not applicable","Linnaeus","Species","Mistle thrush","Chordata","Aves","Passeriformes","Muscicapidae","Turdus ","Habitat open woodland, parks"
216,"Turdus philomelos","Not applicable","Brehm","Species","Song thrush","Chordata","Aves","Passeriformes","Muscicapidae","Turdus ","Habitat range of habitats with trees,  woodland or agriculture"
217,"Turdus merula","Not applicable","Linnaeus","Species","Blackbird","Chordata","Aves","Passeriformes","Muscicapidae","Turdus ","Typical habitats include forests, farmland, moor and scrub."
218,"Luscinia megahrynchos","Not applicable","Brehm","Species","Nightingale","Chordata","Aves","Passeriformes","Muscicapidae","Luscinia ","Habitat woodland,  dense hedges, thickets near water, scrub land"
219,"Erithacus rubecula","Not applicable","Kizilgerdan","Species","Robin","Chordata","Aves","Passeriformes","Muscicapidae","Erithacus ","Habitat woodland and forest,  also gardens and parks"
220,"Sylvia atricapilla","Not applicable","Linnaeus","Species","Blackcap","Chordata","Aves","Passeriformes","Sylviidae","Sylvia ","Typical habitat includes broad-leaved and conifer woods."
221,"Sylvia borin","Not applicable","Boddaert","Species","Garden warbler","Chordata","Aves","Passeriformes","Sylviidae","Sylvia ","Habitat woodland with thick undergrowth"
222,"Sylvia curruca","Not applicable","Linnaeus","Species","Lesser whitethroat","Chordata","Aves","Passeriformes","Sylviidae","Sylvia ","Habitat woodland, thickets, bushes, steppes, desert scrub,  thorn bushes, semi-desert"
223,"Phylloscopus trochilus","Not applicable","Linnaeus","Species","Willow warbler","Chordata","Aves","Passeriformes","Sylviidae","Phylloscopus ","Habitat open woods, scrub,"
224,"Phylloscopus collybita","Not applicable","Vieillot","Species","Chiffchaff","Chordata","Aves","Passeriformes","Sylviidae","Phylloscopus ","Habitat open forest, edge, towns and scrub"
226,"Muscicapa striata","Not applicable","Pallas","Species","Spotted flycatcher","Chordata","Aves","Passeriformes","Muscicapidae","Muscicapa ","Habitat open woods, scrub, parks, gardens; winters in acacia woods and thorn bush"
229,"Carduelis chloris","Not applicable","Linnaeus","Species","Greenfinch","Chordata","Aves","Passeriformes","Fringillidae","Carduelis ","Habitat open woodland,  bushes, gardens. Also known as Chloris chloris"
230,"Carduelis flammea","Not applicable","Linnaeus","Species","Redpoll","Chordata","Aves","Passeriformes","Fringillidae","Carduelis ","Also known as Acanthis flammea. Preferred habitats include birch forest, scrub tundra and young conifer plantations."
231,"Pyrrhula pyrrhula","Not applicable","Linnaeus","Species","Bullfinch","Chordata","Aves","Passeriformes","Fringillidae","Pyrrhula ","Typical habitat includes coniferous and broad-leaved forests, cultivated areas and gardens."
232,"Fringilla coelebs","Not applicable","Linnaeus","Species","Chaffinch","Chordata","Aves","Passeriformes","Fringillidae","Fringilla ","Habitat woodland,  gardens and open country with scattered trees"
233,"Aricia agestis","Not applicable","Denis & Schiffermuller","Species","Brown argus","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aricia ","Larvae found on Geraniaceae and Erodium species."
234,"Lysandra bellargus","Not applicable","Rottemburg","Species","Adonis blue","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lysandra ","None"
235,"Lysandra coridon","Not applicable","Poda","Species","Chalkhill blue","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lysandra ","None"
236,"Polygonia c-album","Not applicable","Linnaeus","Species","Comma","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia ","Larvae found on Ribes species, Betula, Ribus and other species."
237,"Polyommatus icarus","Not applicable","Rottemburg","Species","Common blue","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Polyommatus ","None"
238,"Mesoacidalia aglaja","Not applicable","Linnaeus","Species","Dark green fritillary","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mesoacidalia ","None"
239,"Erynnis tages","Not applicable","Linnaeus","Species","Dingy skipper","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis ","Larvae found on Lotus corniculatus, Eryngium and Coronilla species."
240,"Pieris napi","Not applicable","Linnaeus","Species","Green-veined white","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris ","None"
241,"Agrotis exclamationis","Not applicable","Linneaus","Species","Heart and Dart","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis ","Fly June to late July, followed by an occasional 2nd generation."
242,"Pyronia tithonus","Not applicable","Linnaeus","Species","Hedge brown","Arthropoda","Insecta","Lepidoptera","Satyridae","Pyronia ","Larvae found on Gramineae, Millium species and Poa annua."
243,"Ochlodes venata","Not applicable","Bremer & Gray","Species","Large skipper","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes ","None"
244,"Pieris brassicae","Not applicable","Linnaeus","Species","Large white","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris ","Larvae found on Cruciferae, Cakile and Brassica species."
245,"Abraxas grossulariata","Not applicable","Sc.","Species","Magpie moth","Arthropoda","Insecta","Lepidoptera","Geometridae","Abraxas ","Larvae found on Ribas species."
246,"Melanargia galathea","Not applicable","Linnaeus","Species","Marbled white","Arthropoda","Insecta","Lepidoptera","Satyridae","Melanargia ","Larvae found on Phleum, Festuca and Brachypodium species."
247,"Maniola jurtina","Not applicable","Linnaeus","Species","Meadow brown","Arthropoda","Insecta","Lepidoptera","Satyridae","Maniola ","Larvae found on grasses, occuring in meadow fields, woodland margins, clearings and ditches."
248,"Vanessa cardui","Not applicable","Linnaeus","Species","Painted lady","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa ","Larvae found on Urtica, Arctium and Cardius species."
249,"Vanessa atalanta","Not applicable","Linnaeus","Species","Red admiral","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa ","Larvae found on Urtica species."
250,"Cupido minimus","Not applicable","Fuessly","Species","Small blue","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido ","Larvae found on Leguminosae, Oxtropus and Astragalus species."
251,"Lycaena phlaeas","Not applicable","Linnaeus","Species","Small copper","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena ","Larvae found on Rumex species."
252,"Coenonympha pamphilus","Not applicable","Linnaeus","Species","Small heath","Arthropoda","Insecta","Lepidoptera","Satyridae","Coenonympha ","Larvae found on Gramminae species."
253,"Aglais urticae","Not applicable","Linnaeus","Species","Small tortoiseshell","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais ","None"
254,"Pieris rapae","Not applicable","Linnaeus","Species","Small white","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris ","Larvae found on Cruciferae and Brassica species."
255,"Pararge aegeria","Not applicable","Linnaeus","Species","Speckled wood","Arthropoda","Insecta","Lepidoptera","Satyridae","Pararge ","Larvae found on Gramineae, Agropyron and Triticum species."
256,"Lasiommata megera","Not applicable","Linnaeus","Species","Wall","Arthropoda","Insecta","Lepidoptera","Satyridae","Lasiommata ","Larvae found on Festuca and Poa species."
258,"Inachis io","Not applicable","Linnaeus","Species","Peacock","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Inachis ","Larvae found on Urtica species."
322,"Geothlypis trichas","Not applicable","Linnaeus","Species","Common yellowthroat","Chordata","Aves","Passeriformes","Fringillidae","Geothlypis ","Habitat young second growth,  weedy areas , usually near water"
361,"Picus viridis","Not applicable","Linnaeus","Species","Green woodpecker","Chordata","Aves","Piciformes","Picidae","Picus ","Typical habitat includes deciduous and mixed forest edges."
362,"Dendrocopos minor","Not applicable","Linnaeus","Species","Lesser spotted woodpecker","Chordata","Aves","Piciformes","Picidae","Dendrocopos ","Habitat forest, edge, second growth and towns"
388,"Acrocephalus scirpaceus","Not applicable","Hermann","Species","Reed warbler","Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus ","Habitat reedbeds, bushes near water, towns, farmlands, scrub and open forest undergrowth"
389,"Carduelis cannabina","Not applicable","Linnaeus","Species","Linnet","Chordata","Aves","Passeriformes","Fringillidae","Carduelis ","Also known as Acanthis cannabina."
